transaction_id,sender_address,receiver_address,amount,gas_fee,transaction_count,is_fraud
99cff536-1e1b-4417-b2be-c8daed3b5801,0x21658c48e1608af827256e82fa6dc7b1df7cf74f,0x9f393dc426aa8bc00bc53dc5923c4de856f37818,64.6573,0.06106,79,0
691098a7-c969-46f8-aef1-34e184ddeda2,0x757e1353c7a3bbc7a8a2ff7fec146e2918919fb7,0x0d2d7489365f7c5be7d0c33d91e8c6e39143d1ef,80.283,0.09784,66,1
b4ac1442-7c2c-439e-a5a1-ec0f7f436263,0xcfeb722c02d2b27db08256f8dd2c16ca98c501c2,0x7eb96397fddecc48400d831321f814f630fb3353,59.5188,0.09146,165,1
92be10bc-0179-4ef7-8940-92bb6dc8011e,0xf2f3cfe342b939775cbc54abcb78a7d7ed6099f3,0xed7efc102bb484d8883daf45346f121cc64b8853,34.9871,0.04514,60,0
4dbc3fbb-0f30-4dc7-9cf3-32e59d2ef474,0x0a065ea4f341fab17ee3bcf1d401dd1d32f57ad2,0xb9fde8d9de90bc0f62ca8c3d8b0ed0d4fc73fc82,53.3724,0.06713,63,0
e0adafa7-3f47-46e6-b0fc-c372ec1b3ac6,0x97af11e3d4974879e306cf15dc03aaed703e17bc,0xd42344c329672571595241bceb961378a6ad80c9,40.4639,0.0848,16,0
2d6e74ac-202c-4b4a-9423-15718039a2b4,0xc97c926efca30484d35bd56ff4bb4c745580d2b5,0x8ec3f0709846b9621626aa86864b07791174dcf7,61.5118,0.07257,155,0
22d2aff9-ff1e-42d3-8d96-8a06796509de,0x62e972587a705da8f42cd389775c976e6c12c85a,0x956254a7e6fa0667acd3b4f11be724eb2e729cd1,27.541,0.00397,198,0
9191b991-4f85-473a-9a72-80c0154de775,0x47576bff90156b02737bf5c56c067cb7f5768a70,0xaba9f44595180c378a6f94882c3e27ee9ffbf111,43.7849,0.04669,118,0
2e195b83-7e03-44d5-8663-5270addb66c1,0xd6a0ef5863acef6f16f13d12db201c71ca335088,0x678c30879e871633fc08054e292dcf658041b548,24.1215,0.01177,34,0
d5705c93-cb15-4d22-88c5-b14bc462c922,0x8d57ebc0c0066ec9425bb8586d6721ea04f0df27,0xb7d551fcc640da5e2fa87c1b3a1ec380d701a7f9,19.1819,0.04346,118,0
22188da9-c5fc-4bde-90c8-4f7a87901e87,0x7864edfb7df4dbf8c9417f30129be1fb4162cad7,0x28b1c046964da691a8bb65520dc7f58536cd7119,38.7482,0.07148,118,0
e65ec9c3-e8fd-410c-8bff-57679490337e,0x7a67b0b1870e50666eb98bf38c7bb4eba32469e0,0x12de7c7760d95228dabfc55a5a8800175478a6ff,85.5339,0.061,197,1
43e2f186-2339-4667-bf07-fd90d7876346,0x7be605eb6cf997d62fccc1a300204e1d5b2668ac,0x343a8dcc612acef8e938c6a10d70d765ef9aaecb,49.6869,0.01761,65,0
53a17dcf-561f-47f1-b5d0-db4025378ba2,0x10cf098917144f5a6de6c7cb5ff44ab51e57aa92,0xff8fe182fc9093f8953f5a6d4da043fbb1103372,20.4456,0.01082,181,0
cb8a7989-f960-49c0-94f8-be34ea3a9b5d,0x622754ce34a587f4599d14621bbe373d9b7604bd,0xe83ba66ee676d7c1921b508c54585cff6d14d9df,30.0684,0.0512,110,0
7d036fb0-bad0-4629-9695-1a7dbd088aad,0xfc4b68556ee5fbb7f9532a2bc1def17dd0ece6b2,0x4d064f8c023a1a45defb01b7847136888d737701,42.6225,0.02658,65,0
6ba3774e-d3c7-4a88-85bd-7cffe2fd667d,0x9f903cb6b8791cc03155a6dd6569bb58aa2ce9bf,0x25d1852c613032a2d5757c0b1db85603820047a6,48.4579,0.01951,163,0
28001561-02dc-4b27-8b10-c78714531ba3,0xf83e75be38bf61ccfe33074bce7ce8dd3003f2d6,0xf001da333ef64b51bb702c7923f4ac82955287ca,36.7983,0.02576,10,0
8613f597-c5bf-4e0c-94b7-abf263c6603e,0x80e92c7a13333273c65e03c77e5dca5e6d065a32,0xf749ab798bf0492165f664dca5810f3b33339a55,40.5584,0.03237,8,0
c44e2c9e-656b-40d3-83c1-356489d7541f,0x9c1055f44c5be21238b2a751ecd28d28eb56bda5,0x07e789f2b773817e4604e10f5bc5ba776807fce4,31.615,0.03833,50,0
90a46852-2d2b-461c-ba75-76b605cb8550,0x1ca5a8b883c4040c02d7adff87f6978e2925d743,0x4336625b6b2dc70c129c1d7c39fcc5262e9b3cd8,48.4464,0.02891,25,0
cbc56b74-b634-44cc-b49f-fa72325915a2,0xf387c998a60c49e60e433d2acbfbcd89aec7f109,0x6ed38813a3ca4085ca63aed02f6e1b90ee132874,45.1771,0.0446,23,0
9e149b4a-f9fd-49f1-8549-32ce5e526832,0x2e8c82c2f5111adf44e26ff672313f38dca5be1f,0xa254e09911c0ee6224ee6e9117354a91d21ad62c,9.0869,0.04648,198,0
299d0bf5-bebb-479a-83b9-ce0aac54b82d,0x1b27f65d2a8230084bd3b5431c125c455d8f3b87,0x66783351a97edb74e15c9cb8d42c59503915906a,80.593,0.05291,48,1
19c9df71-1a48-419a-9966-63eb7ea42b50,0xaaab292c20c43b0bcc6d14745620765825c78de1,0xa54720c26df856592a639b6d9594821bcdc49e26,78.2807,0.05547,66,0
0ef8e496-4405-4fe2-8cea-fa3f7769d149,0xa17aad092dd5eb2ff2fd690a2896f17b93b4beb8,0x5035a6b605f71474d055c799454f1aa34c49c34e,76.7584,0.06759,109,0
f5fa5862-ee04-4812-9d81-749b326e3226,0x65a4c94aae45124b3913b479b7db22b61c38c011,0x5833a877f850c85a0988af96329bf16824d5c884,46.3896,0.02137,119,0
0ac07581-63a1-49b3-ba8e-f58667678fdb,0x44acfc3eec7820495e50898da49bdc26741bd850,0x8e419ac036454e76a4b95219e072cde29b955949,53.9882,0.02914,133,0
2cbc3242-7866-4191-b3c1-b11165ce7202,0xebaa34ec85bf46cf86a19e9dbde74eb8aee789c0,0xac6f35771cc9b1f1cb88a9dd4bf1963a31858232,65.2848,0.00138,166,0
f0d34605-ac3d-41ee-85cb-5df2521b416b,0x6352c01216c52c093410fd71e6c85ee24968bf30,0xcb564496cc5e086175aadc8a8ebeb9f1ff10915c,39.0615,0.03528,181,0
0ba61b5c-de15-4fe0-b455-e86cd6ec6ccf,0x3969a0bbefc0ca35bdc540762c7a4e579cafde8d,0x1beba6cf3b581c6f60f2ad760f86ecf463c53ca3,49.0731,0.06261,138,0
f117e895-cea4-4ec7-9ef9-4a1d6dae1971,0xcbfd59400620303e6ca74e9457f2d9a90c259c0c,0xafaed29d43567da229e36d6602041d7de388771b,43.5331,0.0298,2,0
84fd9ca3-6217-4689-8ae2-717a3781e99d,0x153e4023ccbde60b3f8bf6cbde2764ac2975f9a9,0x21d42be5db8f50fe359630f04ab018669b7ebff9,12.2226,0.02564,24,0
2fd70e04-a7cb-4b98-8d24-71a049619f88,0xe0d5a6d208e1b49c425d7132e72dbb2d889abd35,0x047467a847952136f1eaabc94df427dc09399167,72.3098,0.01639,133,0
e1539aa2-da6c-4868-97db-52d9230afbee,0x454e51193e328025664cca3d4ae1af082ad4892e,0xb1803681f8d48a43db51674798dc85b72eae5536,11.2572,0.02571,195,0
7040026a-fa6a-41db-a62d-780b08db9591,0x2a07fdec2ec1bf58e81fae287eb1ffe4339c0924,0xe09fb999c93ec2cecd329921f599d396314f8007,52.1236,0.09217,121,0
10935cae-0f95-4811-bd17-f5a8b7697b07,0xe079ce99fa1aec266cb6f142dd7e611bb2000800,0x1d9fbcef524dc6dcd32bb15b66e5a0d9ee941906,96.58,0.03829,148,1
5633735d-1b8e-4ef6-a9d1-7ac4d298a81f,0xd9e581c0de2214a9ebf4d127483338aca01cd185,0xfe1c5c0878eb2cecba1d8bf64b3786b1db271fb3,33.131,0.07172,80,0
9211d74b-b716-4a89-b573-80639c3ccb30,0xf77a5d465aa43191e32a47654567fb6907328353,0x9048febd9132cc949c40bba573a9ad0022b9ac5c,23.1777,0.05103,81,0
e7ebfef7-ae23-4221-ad51-06e016da572c,0xadb4bbe406630d8f0061784d8eb79356ee5a1a16,0x12e0944c13549921349bfe25e1047a14686acde6,19.0888,0.06061,102,0
7f2ce617-ccb7-41cc-91f5-839a3eb64f8d,0xa77f3ae5ac9bd0526566649e96776447f6c2e541,0xa83a3e7d5010e0310d1e31387697336d54aa25e4,52.6207,0.08473,64,0
34bb96cf-88ab-461e-aeb1-dddb1f7aa432,0x0ed26f4bae030e7767e7c27d1fc85967b750318a,0x5dbea0a8a19a623f19b8d6b5398027d30f66d467,36.3593,0.028,166,0
73ffb81f-20e2-4a84-8b4b-04540df2a6cf,0x34389d9740cbfe818f9b35e108e6a05ee7dc3422,0x888793ccd7b83f7f70f5a0f1b77d36c46d839477,21.2555,0.03535,192,0
cbe9a855-16e0-4952-a72c-68137c9cb7b9,0x521bc9cae3c9ee34f6e46e2aa0bfce51c0429cc6,0x9b7bd87b34a87e3675bcccef36ae277446ab50ac,41.0902,0.02897,148,0
c6ac03a8-b7a0-40e2-851e-a2eeaa7ceb2e,0x94f4803b1e44563bdf438976b9d5707393f147a7,0xe47e3f0e37ba629b7d183eb4d0bd0e69688a80b3,87.0231,0.03965,183,1
ae72615e-98e9-484a-b68a-22456e0b1c49,0x93cafe465e10d96088288ae9bbd48dce75949bc0,0x2fce75b51cbcf600c9406ff391f28f96d843a9fa,23.6452,0.01002,31,0
02e74fbf-b33b-4bc1-8512-0b5f0b5deae9,0x8387d9f5d09c07a6b5e94915311b045954a0bf7e,0x34c0e222adde2ceec4c583e4cf4b3647e4e90823,38.2799,0.09516,159,1
46c7dab8-5757-4e84-94b9-e69cc3c21618,0xadb219f15ee65de574bad5f59ef712a5293eeb87,0xff3c4e4dd976755d34b27887c8292856c458ac25,3.6861,0.09661,135,0
a5b71b6b-89cc-4856-9fc6-a5942c343a77,0xdbb2aeb40fd5103fe83214b9b4017e3ba0b32582,0x99059c733fdda3ea166d939fd63167b6fb67bacc,79.2074,0.01199,44,0
788dbfdd-aff0-46f8-b006-2051226ce5af,0x8ab5f5569810ea7e8da3a029ed9cb2602cfdbbaa,0x5e99b16c06febd9cd17f35851e6b5a8cc55e081f,10.8578,0.02759,159,0
39ad18b2-b793-44c6-9a32-0ca8f7e3ffe0,0x9415c5d7b925084f5f53b6e47af97fed3c407bad,0xd41392d159f8ff477caf762cb36712be67649c25,20.6025,0.00537,3,0
c7b7c110-e0c9-4aae-b2e1-cec70ee2dd36,0x7ea358674f3e03280c65a1de45397dd70587056b,0xb9097094a330e0c917a863eb49f7741395455dd3,63.2295,0.09555,141,0
3f79691a-4779-4a8d-8338-539fa4127f89,0x2a374578d0bab7d4d9a73713d30508a51c17dd0e,0x911883cac0bc6cb23a63321f4edac376f91a303a,90.2677,0.03694,95,1
72139557-f501-48a8-aa47-f2e8c7333fa1,0x7865872ed1a40acdd65eecd8fa602249e26096c4,0xa84dee236c220ebd3dc44fa113683c0284133bb7,73.76,0.04458,129,0
7bceeddf-4b24-4063-9058-8712dd009877,0xd48ad673af4daf6bf5fe9d23f4338d0fb0999568,0xbd22bdd8db27dc7f00aa0e6889b476299f95e8ef,23.2668,0.01826,27,0
8c941d20-0b93-4ac5-8d3d-057ab5048cfd,0x140d3d52a6fa557bfee0ad0bb1b1f1203907edca,0x846bbd92eb38bc5791027825753c5d09215c2f42,31.2696,0.04379,99,0
2c2e81f6-609e-46bc-ba93-ea7034885a22,0xdc4becab728413ee34beab45ca648a8b551f8352,0x4af8c57b3a32d2466a210f42cffdb7cddd11a9ac,43.5184,0.09711,143,0
f3e152fd-160d-4891-bcb2-793d32387228,0xb5bf3939e1fe9697a60766967cea5b6381ea6063,0xa8e5728ec2dba91b7d600c81627b11e73e23b2e3,30.0501,0.07212,105,0
1ee3ae3b-6342-415f-81f0-a72d0dfd1026,0x392ecc363157a822a60aee769480abe899c35ac4,0xde2e4b607339429123a0b088f41b0b6f7413afa7,74.6703,0.06429,100,0
bddb7a91-13df-44da-bfe0-ea3b34dcc452,0xfe0e32040efa3a4803624b797f43a7fff7b50976,0x5612bb17885cbcb100e38e7e43a67ac91969cc89,47.9579,0.00667,155,0
c75a7f7b-ea35-4a2a-b50b-b5f41db9a6bc,0x8d5909a966a3d3c45e73ef976d2779a380f6a9b9,0x6e81b7c808e7b73b59fa10a6d00b003e8af4d081,7.8855,0.07544,158,0
11377c05-95d2-4f76-acd9-67e1cc592e82,0x24c61148465166c52cc8465d1ab25c41b5e1f074,0x4e42575acb7a2048489331c95dfd4ee00f1129c2,81.1183,0.06275,130,1
6d9adfb3-073d-4b10-998e-fa2b132ccb35,0x83fd0f6ef604eabaf6a3590514fe4b6d3df0c159,0x4f7f90488def016b21a3a354e2dd81674a09d51b,79.6882,0.01129,29,0
77ab8192-c8da-4436-843b-aeef677ef005,0x25f66d29fb1c0b2aafecb232412e48d54e94c180,0x8cc9d25193e427cd93eaccf9865fc65e33fdee10,82.7996,0.0955,28,1
1ed5ef04-e060-4860-a724-99582efcb9b4,0xf5cfbeb13f4a08d33125dcd2f6baacc9d462f5d2,0xcd6cfdfd9e9fe83aba49beed708ab912ef0435b5,82.131,0.03121,186,1
e6fe300f-900a-447b-81cb-1debee46bccb,0x427de7354e0546a3415af1658d9842894cc3fdfe,0x52c012b61ca7007e4b0b43c1aa8873c27dfa61da,95.262,0.08489,58,1
a9fd1675-0060-4340-a9e9-8c5b4440eace,0x87e56f6cd514dc6aab399600a9d255a6096dbd99,0xfc598a529dd7575ae40c40b7d069e1231568fe99,44.2042,0.08635,175,1
855cfe6a-19d8-4841-92e9-2b65bc4b2b27,0x20226fcf7cb4d6640f115822428a9bb3630f8a14,0xe576dc517c019215f791b57072b021e9e80976d8,67.1339,0.04388,15,0
5cd72cbd-6eb8-4ab4-ada8-0fe0ea8e78b6,0xede6471dbe43e4248b3daf18f66fab3cb9c7f381,0xdf219f2266b004abcb05cf4f1df7b0e19625f153,13.0902,0.0666,180,0
a1996d9c-7eda-4c7b-85e7-6f8f3a686338,0xc6ef60ba16a4c3d17b5eb26c56532d9ea75b2881,0x304eba3a5ebd759175ec809d03ee833a6a93c4b8,10.7239,0.03342,90,0
eeade588-c59d-4e12-8ecf-6dd8383ba1c6,0xc34c6030b1f3e1a535077514d2f05d453ee0ad02,0x953111e37545cd88c77d227a5f0e3c2941fb2bf1,32.1068,0.0296,47,0
3ad01b5a-185b-42b3-805f-deb41d7d94a4,0xeafc7672610bc586710578803e882056e5a427ee,0x9663d6687215c18e343f56c8b00df09e2d4ff3a8,23.548,0.05562,196,0
9e35d89d-fe64-44cb-8578-804a22e9181e,0x6379fcd413f6e42302ba01b03a6b4c5e2d0306d7,0xa2da9a1d731f794c3cc9754b920d349ef08f612d,59.1652,0.09073,56,0
713be4d3-07b3-4d6d-9bed-c34b8ee5543e,0x94ea86399f552077e87a696c7adaa166fefe21e1,0xdc1bdf93767c17f981f2ee6f707d592082bd97b8,89.0942,0.02656,16,1
768f773d-4d3c-4e7a-b6cb-d0032b3dc02c,0x577e6fcca597585504c4eb007d9f8587c5350643,0x2bc67195798011033b2ff8e9b3bbd83ad7921e98,4.8563,0.0584,199,0
a41651d5-1dff-4ab7-906d-e047221b6ba9,0x6e5f25a27a2c68968f611c12c311f687d0f8ba5f,0x1358e6fe9b737fa1f7db88ab8be655363ea4aa73,64.9181,0.06875,141,0
68a2194c-6d4c-4d73-bf26-c2799ebb3594,0xca9c48a5de974eb64de6a7cb579bae03a2994880,0x218583cd39b58df3e468b9fd9641a218e529263c,11.6585,0.02841,186,0
404f9a52-dbf0-424b-80c8-44ae74ec6a92,0xcb8a724dd5f3228b4df92833affa2f60d584021b,0x9c28afc556afdc5032abc0d814fee8604ff614fa,4.9808,0.01944,35,0
e743538d-c0c1-497a-939d-9055571226a7,0x8bce3b5de117377a4b97691574c262e8c01c93e6,0xaca6e69e4bd689c2eca836f89252c9f6688639ab,80.0646,0.08989,26,1
447fc4e6-974a-4994-929d-9b6fa136c508,0x22ebf124b6939f4a2098719f4718be8a390becad,0xa386b8e533387beffe71c3f7ee34328a7cb7c169,1.8175,0.01852,84,0
04a9dbb1-08bf-434a-96dd-759226f0df2e,0xaf23f43a1ffd9a1c9e50e20b99a11d80b75ba209,0x5d59e5cd59e943e7e2018e17f8266d71ebc65f67,95.2785,0.0937,38,1
751db90c-322c-43cb-afb5-8afd914fac6d,0xf05d214ebcdf7fba93abfdb089b1b1c38546f5a9,0x807b0d8f6a464dd442f16a2e9b0f5f621f7b9c44,12.8016,0.0654,73,0
643f09f2-1387-40be-8507-89caa42a9a47,0x1b166d8433f18b1d858c8c282dd10815e912e2ea,0x0a2df663174109bdbbfe666f403edea85c807efa,71.5483,0.05853,136,0
01133d5c-d145-48f3-bcf3-b44234028a0f,0x942f559bf692919a668c217ef931838b344ab7b3,0x2d62cb974acc31ef438d26998a1823e680824eee,67.7817,0.067,79,0
7e2cd525-28d3-4166-9d48-c4bfb90c9e4c,0xb8992d525c5e5788ce63185f2e40820f1d5dfbaa,0x3429d8e5f06b664c4f7d929b17258c2951a67ee8,92.4454,0.03934,15,1
1f86140b-199c-4fac-a8e5-0e3c3efd454a,0x899644c452ecfafdc26934a6e743b621a9a88810,0xf569812084e0849f969a3bdf7b6cfd6d8ac14856,42.5362,0.07783,35,0
256282d9-1e60-41ad-a999-dab6a73adbfe,0x1726103d4ff553337c6f227900e241bf76fa36ba,0x23744d8baa2a062179839506c4ba119065a804f3,6.0132,0.08339,18,0
335c2699-acf9-4687-ac9d-4dcf770e877e,0xd2ca64fe503b0a67219d0307ec4d67df5155fb86,0x050e61cbf99236770d8abb456c0d720ebcca84b3,71.2875,0.0135,69,0
51ab272e-eff9-4437-8b98-bfc0f682a9b2,0xde1da4ec8180c873899e7af5ea59905cf8a43446,0xa33f7fad0dedc31eea06af90a79d98704bd3a21a,42.2558,0.05293,152,0
cb65c95d-d4c2-4e38-a94f-18f94f8df485,0xd48f80df9547111161ce87a6cffbeb99cc8f94ce,0xd2136fa11ec49070b414dad6893b980b834c2a6f,76.2771,0.03817,65,0
6d91ff78-1237-460e-a8b4-6c3617ea944f,0xc8ce3f731cb0c26d966c9d1cf0507f5fa0cd8302,0xc566b5a4dad83c2310ed1dc6d31b31c4988db4b6,35.4427,0.01262,11,0
8a8c920d-6ff8-4b4b-ae34-0ce738834175,0xa5196697d3a17c10b8b152a3b2da6996448cbbfe,0x8be697068765439c4ba11773d182a9c99157710f,76.5843,0.07118,59,0
060db62a-0841-41ef-bc07-b46559bd7215,0x2ac21f42533826588abf61595b634eb3c1349cf8,0x5015543fc5f69f15084018042cfdfcaa27c144e1,40.6573,0.0945,48,0
691bac5e-4fdd-4693-bfa7-680f74d59330,0x4448b1716a67a0b15f962a1590b0cf7e35d67027,0x307c217bd83dafec8699c43c1a6d1ea2b558d627,47.2331,0.06657,121,0
992d35ba-f96d-4f57-bcf1-5dd5b80a4d8e,0x69dd9d8c3034d4602160e235f9597c8265422e53,0x3fcf1a3b563fbf98449026f40eab0bad29c2e1a4,32.8545,0.00278,30,0
7dc99d94-1ab7-4eb9-bae6-36e16cc6c4da,0x155a9c19ef313f1e140700581c599b267ee0d592,0x29452a0322f768efc9c5060a3893a2c6e5cb9287,72.9479,0.04669,188,0
